id,symbol,date,open,high,low,close
1,@CC,2018-01-05,2073.00,2120.00,2009.00,2068.00
2,@CC,2018-01-12,2058.00,2133.00,2043.00,2087.00
3,@CC,2018-01-19,2120.00,2184.00,2074.00,2104.00
4,@CC,2018-01-26,2112.00,2171.00,2081.00,2159.00
5,@CC,2018-02-02,2155.00,2236.00,2107.00,2232.00
6,@CC,2018-02-09,2224.00,2240.00,2161.00,2207.00
7,@CC,2018-02-16,2203.00,2304.00,2138.00,2281.00
8,@CC,2018-02-23,2270.00,2352.00,2263.00,2341.00
9,@CC,2018-03-02,2349.00,2487.00,2307.00,2460.00
10,@CC,2018-03-09,2484.00,2686.00,2478.00,2612.00
11,@CC,2018-03-16,2619.00,2728.00,2600.00,2669.00
12,@CC,2018-03-23,2682.00,2783.00,2577.00,2762.00
13,@CC,2018-03-30,2759.00,2790.00,2637.00,2703.00
14,@CC,2018-04-06,2739.00,2794.00,2580.00,2600.00
15,@CC,2018-04-13,2604.00,2698.00,2576.00,2678.00
16,@CC,2018-04-20,2688.00,2958.00,2665.00,2831.00
17,@CC,2018-04-27,2817.00,3045.00,2800.00,2933.00
18,@CC,2018-05-04,2930.00,3008.00,2841.00,2879.00
19,@CC,2018-05-11,2870.00,2965.00,2788.00,2907.00
20,@CC,2018-05-18,2908.00,2951.00,2717.00,2780.00
21,@CC,2018-05-25,2758.00,2794.00,2655.00,2658.00
22,@CC,2018-06-01,2647.00,2691.00,2515.00,2560.00
23,@CC,2018-06-08,2552.00,2559.00,2355.00,2495.00
24,@CC,2018-06-15,2465.00,2593.00,2415.00,2585.00
25,@CC,2018-06-22,2574.00,2628.00,2492.00,2580.00
26,@CC,2018-06-29,2571.00,2600.00,2407.00,2578.00
27,@CC,2018-07-06,2578.00,2609.00,2469.00,2531.00
28,@CC,2018-07-13,2527.00,2588.00,2483.00,2579.00
29,@CC,2018-07-20,2601.00,2660.00,2346.00,2388.00
30,@CC,2018-07-27,2396.00,2414.00,2278.00,2299.00
31,@CC,2018-08-03,2288.00,2346.00,2105.00,2112.00
32,@CC,2018-08-10,2102.00,2216.00,2101.00,2145.00
33,@CC,2018-08-17,2144.00,2222.00,2144.00,2176.00
34,@CC,2018-08-24,2170.00,2402.00,2163.00,2391.00
35,@CC,2018-08-31,2393.00,2424.00,2281.00,2363.00
36,@CC,2018-09-07,2312.00,2399.00,2273.00,2286.00
37,@CC,2018-09-14,2284.00,2368.00,2232.00,2246.00
38,@CC,2018-09-21,2250.00,2325.00,2182.00,2194.00
39,@CC,2018-09-28,2187.00,2285.00,2080.00,2084.00
40,@CC,2018-10-05,2080.00,2124.00,2009.00,2051.00
41,@CC,2018-10-12,2068.00,2191.00,2058.00,2187.00
42,@CC,2018-10-19,2198.00,2259.00,2110.00,2189.00
43,@CC,2018-10-26,2200.00,2308.00,2160.00,2278.00
44,@CC,2018-11-02,2278.00,2319.00,2196.00,2294.00
45,@CC,2018-11-09,2292.00,2423.00,2269.00,2287.00
46,@CC,2018-11-16,2264.00,2298.00,2185.00,2234.00
47,@CC,2018-11-23,2248.00,2258.00,2120.00,2122.00
48,@CC,2018-11-30,2132.00,2211.00,2104.00,2203.00
49,@CC,2018-12-07,2208.00,2247.00,2095.00,2225.00
50,@CC,2018-12-14,2220.00,2279.00,2098.00,2237.00
51,@CC,2018-12-21,2227.00,2319.00,2204.00,2271.00
52,@CC,2018-12-28,2276.00,2436.00,2256.00,2408.00
53,@CC,2019-01-04,2431.00,2460.00,2335.00,2382.00
54,@CC,2019-01-11,2383.00,2434.00,2348.00,2377.00
55,@CC,2019-01-18,2379.00,2406.00,2280.00,2328.00
56,@CC,2019-01-25,2315.00,2324.00,2239.00,2246.00
57,@CC,2019-02-01,2248.00,2325.00,2182.00,2189.00
58,@CC,2019-02-08,2193.00,2298.00,2190.00,2217.00
59,@CC,2019-02-15,2213.00,2327.00,2212.00,2321.00
60,@CC,2019-02-22,2336.00,2351.00,2223.00,2270.00
61,@CC,2019-03-01,2273.00,2299.00,2195.00,2199.00
62,@CC,2019-03-08,2190.00,2252.00,2125.00,2180.00
63,@CC,2019-03-15,2181.00,2248.00,2152.00,2179.00
64,@CC,2019-03-22,2181.00,2227.00,2095.00,2141.00
65,@CC,2019-03-29,2141.00,2268.00,2128.00,2262.00
66,@CC,2019-04-05,2272.00,2411.00,2258.00,2395.00
67,@CC,2019-04-12,2396.00,2434.00,2369.00,2407.00
68,@CC,2019-04-19,2400.00,2421.00,2314.00,2372.00
69,@CC,2019-04-26,2375.00,2391.00,2234.00,2335.00
70,@CC,2019-05-03,2369.00,2444.00,2347.00,2416.00
71,@CC,2019-05-10,2388.00,2423.00,2316.00,2349.00
72,@CC,2019-05-17,2344.00,2416.00,2263.00,2390.00
73,@CC,2019-05-24,2390.00,2515.00,2369.00,2504.00
74,@CC,2019-05-31,2499.00,2515.00,2430.00,2437.00
75,@CC,2019-06-07,2448.00,2519.00,2344.00,2515.00
76,@CC,2019-06-14,2515.00,2601.00,2496.00,2545.00
77,@CC,2019-06-21,2547.00,2586.00,2493.00,2551.00
78,@CC,2019-06-28,2559.00,2582.00,2469.00,2474.00
79,@CC,2019-07-05,2484.00,2558.00,2479.00,2512.00
80,@CC,2019-07-12,2519.00,2638.00,2514.00,2552.00
81,@CC,2019-07-19,2544.00,2546.00,2440.00,2516.00
82,@CC,2019-07-26,2535.00,2587.00,2436.00,2438.00
83,@CC,2019-08-02,2434.00,2455.00,2356.00,2369.00
84,@CC,2019-08-09,2368.00,2385.00,2239.00,2242.00
85,@CC,2019-08-16,2253.00,2279.00,2170.00,2187.00
86,@CC,2019-08-23,2184.00,2257.00,2165.00,2238.00
87,@CC,2019-08-30,2236.00,2279.00,2177.00,2222.00
88,@CC,2019-09-06,2210.00,2290.00,2187.00,2277.00
89,@CC,2019-09-13,2273.00,2369.00,2259.00,2337.00
90,@CC,2019-09-20,2337.00,2484.00,2323.00,2473.00
91,@CC,2019-09-27,2479.00,2514.00,2433.00,2490.00
92,@CC,2019-10-04,2489.00,2535.00,2440.00,2475.00
93,@CC,2019-10-11,2470.00,2558.00,2391.00,2506.00
94,@CC,2019-10-18,2493.00,2548.00,2440.00,2486.00
95,@CC,2019-10-25,2491.00,2505.00,2417.00,2435.00
